resource_id,project_id,employee_name,employee_id,role,department,hourly_rate,hours_allocated,hours_worked,start_date,end_date,status,created_date,updated_date
RES39385,PRJ8238,สุดา สุกใส,EMP1596,Architect,จัดซื้อ,998,379,622,2023-10-22,2025-05-10,Completed,2023-08-02,2025-07-16 10:24:43
RES35281,PRJ8238,ชาคริต ขยัน,EMP3909,Project Manager,บริหาร,877,757,409,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES76860,PRJ8238,อรุณ สุกใส,EMP5096,Safety Officer,วิศวกรรม,1552,915,381,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES52702,PRJ8238,นิรัชต์ มั่นใจ,EMP2518,Architect,บริหาร,661,856,937,2023-10-22,2025-05-10,Completed,2023-08-02,2025-07-16 10:24:43
RES23275,PRJ8238,วิภา สมบูรณ์,EMP6187,Architect,บริหาร,1434,1272,279,2023-10-22,2025-05-10,On Leave,2023-08-02,2025-07-16 10:24:43
RES34580,PRJ8238,สุดา เก่งกาจ,EMP9203,Safety Officer,จัดซื้อ,688,1001,1554,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES74221,PRJ8238,สมศักดิ์ เจริญ,EMP5573,Foreman,ควบคุมคุณภาพ,531,578,1222,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES62718,PRJ8238,สมหญิง ชื่นชม,EMP2268,Safety Officer,บริหาร,153,238,844,2023-10-22,2025-05-10,Active,2023-08-02,2025-07-16 10:24:43
RES89054,PRJ8238,นิรัชต์ ชื่นชม,EMP5378,Architect,บำรุงรักษา,409,1500,1694,2023-10-22,2025-05-10,Completed,2023-08-02,2025-07-16 10:24:43
RES91020,PRJ1400,นงลักษณ์ มั่งคั่ง,EMP6468,Foreman,บำรุงรักษา,891,198,1540,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES90795,PRJ1400,นงลักษณ์ ขันที,EMP2567,Site Engineer,ความปลอดภัย,869,601,748,2023-02-12,2023-10-10,On Leave,2023-01-04,2025-07-16 10:24:43
RES35393,PRJ1400,สมหญิง เด่น,EMP1102,Safety Officer,บำรุงรักษา,1832,910,352,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES66112,PRJ1400,นิรัชต์ มั่งคั่ง,EMP3509,Foreman,วิศวกรรม,232,982,1225,2023-02-12,2023-10-10,On Leave,2023-01-04,2025-07-16 10:24:43
RES47683,PRJ1400,ธนากร ชาญยุทธ,EMP8535,Site Engineer,ความปลอดภัย,1083,1075,589,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES47148,PRJ1400,วิภา สุขสม,EMP3068,Safety Officer,ความปลอดภัย,239,669,1738,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES64233,PRJ1400,อรุณ ขันที,EMP6757,Quality Control,บริหาร,517,519,553,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES21330,PRJ1400,อรุณ ใสใจ,EMP6566,Project Manager,จัดซื้อ,972,458,613,2023-02-12,2023-10-10,Completed,2023-01-04,2025-07-16 10:24:43
RES53484,PRJ1400,ธนากร มีสุข,EMP7897,Safety Officer,ก่อสร้าง,817,270,1481,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES92451,PRJ1400,ปรีดา เจริญ,EMP3358,Safety Officer,การเงิน,979,390,115,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES56693,PRJ1400,อรุณ ประสิทธิ์,EMP8986,Project Manager,จัดซื้อ,1971,1345,105,2023-02-12,2023-10-10,Completed,2023-01-04,2025-07-16 10:24:43
RES19963,PRJ1400,นิรัชต์ เก่งกาจ,EMP2363,Site Engineer,จัดซื้อ,1096,1089,1509,2023-02-12,2023-10-10,On Leave,2023-01-04,2025-07-16 10:24:43
RES33622,PRJ1400,วิภา ใสใจ,EMP4074,Supervisor,ควบคุมคุณภาพ,564,194,1389,2023-02-12,2023-10-10,Completed,2023-01-04,2025-07-16 10:24:43
RES79432,PRJ1400,พรรณี มั่นใจ,EMP6237,Site Engineer,จัดซื้อ,708,837,1068,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES67981,PRJ1400,สมศักดิ์ เด่น,EMP4085,Foreman,วิศวกรรม,1985,1241,565,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES45574,PRJ1400,สุดา รักงาน,EMP5342,Quality Control,การเงิน,452,1446,1501,2023-02-12,2023-10-10,Completed,2023-01-04,2025-07-16 10:24:43
RES24466,PRJ1400,สมศักดิ์ มั่งคั่ง,EMP3337,Project Manager,ความปลอดภัย,1663,300,1686,2023-02-12,2023-10-10,On Leave,2023-01-04,2025-07-16 10:24:43
RES52335,PRJ1400,พรรณี ประสิทธิ์,EMP9264,Project Manager,การเงิน,282,361,202,2023-02-12,2023-10-10,On Leave,2023-01-04,2025-07-16 10:24:43
RES34951,PRJ1400,พรรณี รักงาน,EMP6980,Supervisor,ควบคุมคุณภาพ,603,1013,515,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES51380,PRJ1400,ปรีดา ใสใจ,EMP5958,Supervisor,บำรุงรักษา,163,1594,208,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES80812,PRJ1400,พรรณี ใจดี,EMP7645,Worker,ควบคุมคุณภาพ,1333,1083,1019,2023-02-12,2023-10-10,Active,2023-01-04,2025-07-16 10:24:43
RES70610,PRJ7965,สมชาย ขยัน,EMP8222,Project Manager,วิศวกรรม,346,536,798,2022-01-12,2022-07-30,On Leave,2021-11-23,2025-07-16 10:24:43
RES91579,PRJ7965,สุดา ประสิทธิ์,EMP4669,Supervisor,บำรุงรักษา,1583,349,1019,2022-01-12,2022-07-30,On Leave,2021-11-23,2025-07-16 10:24:43
RES80657,PRJ7965,อรพิน รักงาน,EMP9670,Site Engineer,บำรุงรักษา,1871,935,1339,2022-01-12,2022-07-30,Completed,2021-11-23,2025-07-16 10:24:43
RES14824,PRJ7965,อรพิน ไว้ใจ,EMP2546,Safety Officer,ควบคุมคุณภาพ,917,1571,1685,2022-01-12,2022-07-30,On Leave,2021-11-23,2025-07-16 10:24:43
RES14001,PRJ7965,นิรัชต์ เจริญ,EMP6687,Architect,วิศวกรรม,639,935,1342,2022-01-12,2022-07-30,On Leave,2021-11-23,2025-07-16 10:24:43
RES42420,PRJ7965,นิรัชต์ ทรงธรรม,EMP4471,Quality Control,ความปลอดภัย,537,1478,1123,2022-01-12,2022-07-30,Active,2021-11-23,2025-07-16 10:24:43
RES88926,PRJ7965,ชาคริต เด่น,EMP1707,Quality Control,การเงิน,1213,1449,706,2022-01-12,2022-07-30,Completed,2021-11-23,2025-07-16 10:24:43
RES29561,PRJ7965,ธนากร มั่นใจ,EMP4319,Architect,บำรุงรักษา,1845,203,1459,2022-01-12,2022-07-30,Completed,2021-11-23,2025-07-16 10:24:43
RES60095,PRJ7965,อรพิน มั่งคั่ง,EMP5275,Quality Control,ก่อสร้าง,1895,185,1060,2022-01-12,2022-07-30,On Leave,2021-11-23,2025-07-16 10:24:43
RES94938,PRJ7965,ธนากร ขันที,EMP3411,Foreman,บำรุงรักษา,1953,386,1289,2022-01-12,2022-07-30,On Leave,2021-11-23,2025-07-16 10:24:43
RES30986,PRJ7965,อรุณ มั่งคั่ง,EMP3108,Quality Control,วิศวกรรม,1826,408,1249,2022-01-12,2022-07-30,Completed,2021-11-23,2025-07-16 10:24:43
RES12617,PRJ7965,วิชาญ มั่งคั่ง,EMP4609,Quality Control,บริหาร,1199,1363,1429,2022-01-12,2022-07-30,Active,2021-11-23,2025-07-16 10:24:43
RES84943,PRJ9270,สมชาย ประสิทธิ์,EMP2101,Safety Officer,บริหาร,1879,260,502,2024-06-25,2026-06-12,Active,2024-05-11,2025-07-16 10:24:43
RES63243,PRJ9270,สุดา ชื่นชม,EMP1395,Architect,บำรุงรักษา,1173,1112,1786,2024-06-25,2026-06-12,Completed,2024-05-11,2025-07-16 10:24:43
RES74980,PRJ9270,สมหญิง สุขสม,EMP5547,Safety Officer,ก่อสร้าง,1893,1588,889,2024-06-25,2026-06-12,On Leave,2024-05-11,2025-07-16 10:24:43
RES23180,PRJ9270,วิชาญ มั่นใจ,EMP6502,Quality Control,จัดซื้อ,415,786,988,2024-06-25,2026-06-12,Active,2024-05-11,2025-07-16 10:24:43
RES68929,PRJ9270,มานี แสงทอง,EMP6931,Quality Control,วิศวกรรม,1155,1374,1774,2024-06-25,2026-06-12,Active,2024-05-11,2025-07-16 10:24:43
RES14839,PRJ9270,อรพิน ใจดี,EMP4353,Architect,จัดซื้อ,455,651,1593,2024-06-25,2026-06-12,On Leave,2024-05-11,2025-07-16 10:24:43
RES96887,PRJ9270,สุธิดา เด่น,EMP9694,Foreman,การเงิน,1662,251,199,2024-06-25,2026-06-12,Completed,2024-05-11,2025-07-16 10:24:43
RES23872,PRJ9270,อรุณ สุกใส,EMP5352,Quality Control,บำรุงรักษา,880,547,843,2024-06-25,2026-06-12,On Leave,2024-05-11,2025-07-16 10:24:43
RES82220,PRJ9270,ปิยะ ใจดี,EMP9029,Safety Officer,ความปลอดภัย,397,1203,1020,2024-06-25,2026-06-12,Completed,2024-05-11,2025-07-16 10:24:43
RES69130,PRJ9270,นงลักษณ์ สมบูรณ์,EMP7124,Architect,ความปลอดภัย,1172,602,1199,2024-06-25,2026-06-12,Active,2024-05-11,2025-07-16 10:24:43
RES60676,PRJ9270,นงลักษณ์ มั่นใจ,EMP8695,Site Engineer,ก่อสร้าง,913,878,396,2024-06-25,2026-06-12,Active,2024-05-11,2025-07-16 10:24:43
RES20519,PRJ9270,นงลักษณ์ ชาญยุทธ,EMP2008,Quality Control,ความปลอดภัย,1875,1032,1411,2024-06-25,2026-06-12,On Leave,2024-05-11,2025-07-16 10:24:43
RES29490,PRJ9270,กิตติ ทรงธรรม,EMP2833,Site Engineer,จัดซื้อ,402,1358,1278,2024-06-25,2026-06-12,Active,2024-05-11,2025-07-16 10:24:43
RES58439,PRJ9270,วิภา เจริญ,EMP4487,Site Engineer,ควบคุมคุณภาพ,581,1296,1079,2024-06-25,2026-06-12,On Leave,2024-05-11,2025-07-16 10:24:43
RES15191,PRJ9270,ธนากร รักงาน,EMP9689,Foreman,บำรุงรักษา,593,925,575,2024-06-25,2026-06-12,Active,2024-05-11,2025-07-16 10:24:43
RES53448,PRJ9270,สุดา ขันที,EMP3812,Project Manager,ก่อสร้าง,824,1385,1483,2024-06-25,2026-06-12,Completed,2024-05-11,2025-07-16 10:24:43
RES43237,PRJ2269,ปรีดา ชื่นชม,EMP3029,Site Engineer,ก่อสร้าง,1155,1303,422,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES97091,PRJ2269,สมศักดิ์ ชาญยุทธ,EMP5757,Architect,วิศวกรรม,1360,1085,572,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES26716,PRJ2269,ปิยะ มั่นใจ,EMP4621,Site Engineer,บำรุงรักษา,488,1480,1042,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES53993,PRJ2269,สมชาย สมบูรณ์,EMP5536,Safety Officer,การเงิน,1033,1479,1427,2023-07-17,2025-01-07,Active,2023-06-13,2025-07-16 10:24:43
RES52684,PRJ2269,ปรีดา ทรงธรรม,EMP8905,Site Engineer,บำรุงรักษา,797,775,517,2023-07-17,2025-01-07,Active,2023-06-13,2025-07-16 10:24:43
RES97728,PRJ2269,พรรณี ชาญยุทธ,EMP5944,Architect,ควบคุมคุณภาพ,407,876,607,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES20025,PRJ2269,นิรัชต์ แสงทอง,EMP9109,Architect,บริหาร,1574,1363,388,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES16575,PRJ2269,นงลักษณ์ ขยัน,EMP9447,Project Manager,ควบคุมคุณภาพ,473,939,1311,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES58910,PRJ2269,สุธิดา ใสใจ,EMP7843,Foreman,ความปลอดภัย,1900,563,508,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES63338,PRJ2269,ชูใจ รักงาน,EMP8546,Project Manager,การเงิน,355,824,133,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES45687,PRJ2269,วิภา มั่นใจ,EMP5466,Worker,วิศวกรรม,1322,283,1709,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES12050,PRJ2269,พรรณี มีสุข,EMP8975,Safety Officer,ความปลอดภัย,288,1434,495,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES86616,PRJ2269,ปิยะ ใจดี,EMP1022,Site Engineer,วิศวกรรม,720,1194,1217,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES64481,PRJ2269,นงลักษณ์ ไว้ใจ,EMP2861,Supervisor,ก่อสร้าง,1409,1445,1300,2023-07-17,2025-01-07,Active,2023-06-13,2025-07-16 10:24:43
RES68759,PRJ2269,ธนากร ชาญยุทธ,EMP9661,Worker,วิศวกรรม,907,366,282,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES75468,PRJ2269,สมหญิง ชาญยุทธ,EMP5908,Safety Officer,การเงิน,1617,970,208,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES64006,PRJ2269,พรรณี เก่งกาจ,EMP7297,Foreman,ความปลอดภัย,339,844,762,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES31321,PRJ2269,สมชาย เก่งกาจ,EMP3022,Supervisor,การเงิน,1002,673,1724,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES32232,PRJ2269,ปิยะ สมบูรณ์,EMP5661,Project Manager,บำรุงรักษา,1425,330,1637,2023-07-17,2025-01-07,Completed,2023-06-13,2025-07-16 10:24:43
RES97347,PRJ2269,พรรณี สมบูรณ์,EMP5525,Quality Control,จัดซื้อ,654,287,1741,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES43972,PRJ2269,ปรีดา เจริญ,EMP1829,Quality Control,บริหาร,847,671,1268,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES20091,PRJ2269,สมหญิง สุกใส,EMP6856,Site Engineer,จัดซื้อ,1897,548,790,2023-07-17,2025-01-07,Active,2023-06-13,2025-07-16 10:24:43
RES44047,PRJ2269,นิรัชต์ เก่งกาจ,EMP1007,Foreman,ก่อสร้าง,302,756,1396,2023-07-17,2025-01-07,Active,2023-06-13,2025-07-16 10:24:43
RES54296,PRJ2269,กิตติ สุขสม,EMP7274,Project Manager,การเงิน,1148,1053,618,2023-07-17,2025-01-07,On Leave,2023-06-13,2025-07-16 10:24:43
RES21258,PRJ2269,วิไล แสงทอง,EMP5420,Site Engineer,ควบคุมคุณภาพ,1849,607,1480,2023-07-17,2025-01-07,Active,2023-06-13,2025-07-16 10:24:43
RES57140,PRJ6421,สมชาย มีสุข,EMP9485,Architect,วิศวกรรม,952,833,982,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES51876,PRJ6421,ชูใจ ใจดี,EMP8196,Site Engineer,การเงิน,1704,1129,1223,2024-04-29,2025-09-18,Active,2024-02-11,2025-07-16 10:24:43
RES17804,PRJ6421,ธนากร เก่งกาจ,EMP5981,Foreman,ก่อสร้าง,1308,335,1767,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES25223,PRJ6421,วิชาญ เด่น,EMP3621,Worker,วิศวกรรม,1916,754,325,2024-04-29,2025-09-18,Completed,2024-02-11,2025-07-16 10:24:43
RES21021,PRJ6421,มานี ชื่นชม,EMP6928,Quality Control,ควบคุมคุณภาพ,164,1348,347,2024-04-29,2025-09-18,Completed,2024-02-11,2025-07-16 10:24:43
RES32073,PRJ6421,อรุณ แสงทอง,EMP3520,Project Manager,วิศวกรรม,1900,492,1780,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES24165,PRJ6421,สุธิดา เด่น,EMP1703,Foreman,บริหาร,212,1428,1136,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES50268,PRJ6421,อรุณ ไว้ใจ,EMP9244,Quality Control,จัดซื้อ,769,905,1378,2024-04-29,2025-09-18,Completed,2024-02-11,2025-07-16 10:24:43
RES19712,PRJ6421,ชูใจ มีสุข,EMP8591,Foreman,วิศวกรรม,1263,666,1455,2024-04-29,2025-09-18,Completed,2024-02-11,2025-07-16 10:24:43
RES97559,PRJ6421,ธนากร ไว้ใจ,EMP2667,Quality Control,ความปลอดภัย,1086,719,1521,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES26220,PRJ6421,ธนากร ชาญยุทธ,EMP3449,Site Engineer,บริหาร,1331,354,301,2024-04-29,2025-09-18,Active,2024-02-11,2025-07-16 10:24:43
RES77814,PRJ6421,ธนากร มีสุข,EMP4567,Site Engineer,การเงิน,276,984,1797,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES32390,PRJ6421,วิภา เด่น,EMP3998,Worker,บริหาร,1721,416,402,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES43003,PRJ6421,กิตติ เก่งกาจ,EMP7439,Safety Officer,วิศวกรรม,1945,1449,597,2024-04-29,2025-09-18,Active,2024-02-11,2025-07-16 10:24:43
RES28276,PRJ6421,ธนากร สมบูรณ์,EMP5147,Foreman,ควบคุมคุณภาพ,170,1259,968,2024-04-29,2025-09-18,Completed,2024-02-11,2025-07-16 10:24:43
RES15158,PRJ6421,สุธิดา ทรงธรรม,EMP7305,Project Manager,ความปลอดภัย,1788,435,1367,2024-04-29,2025-09-18,On Leave,2024-02-11,2025-07-16 10:24:43
RES95434,PRJ6421,สมศักดิ์ ประสิทธิ์,EMP9085,Quality Control,จัดซื้อ,555,1122,719,2024-04-29,2025-09-18,Active,2024-02-11,2025-07-16 10:24:43
RES75432,PRJ6421,ปรีดา มีสุข,EMP2229,Project Manager,บำรุงรักษา,1254,1491,792,2024-04-29,2025-09-18,Active,2024-02-11,2025-07-16 10:24:43
RES48287,PRJ6421,สมหญิง มั่งคั่ง,EMP4950,Supervisor,บริหาร,1775,918,249,2024-04-29,2025-09-18,Active,2024-02-11,2025-07-16 10:24:43
RES98239,PRJ6421,นงลักษณ์ ทรงธรรม,EMP3369,Worker,บำรุงรักษา,1558,441,805,2024-04-29,2025-09-18,Completed,2024-02-11,2025-07-16 10:24:43
RES66657,PRJ6421,อรพิน เด่น,EMP2060,Quality Control,ควบคุมคุณภาพ,524,1375,464,2024-04-29,2025-09-18,Completed,2024-02-11,2025-07-16 10:24:43
RES40662,PRJ9818,สมศักดิ์ ประสิทธิ์,EMP6227,Foreman,ควบคุมคุณภาพ,1691,1297,1446,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES82264,PRJ9818,สุดา ชื่นชม,EMP4124,Quality Control,ควบคุมคุณภาพ,1798,1533,1383,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES70217,PRJ9818,ชูใจ ขันที,EMP9453,Project Manager,บำรุงรักษา,1741,241,661,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES40441,PRJ9818,อรพิน สุกใส,EMP4784,Site Engineer,การเงิน,1482,1345,581,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES20570,PRJ9818,อรุณ มั่นใจ,EMP4065,Site Engineer,ควบคุมคุณภาพ,1830,812,610,2024-03-09,2025-08-10,Completed,2023-12-31,2025-07-16 10:24:43
RES71286,PRJ9818,สมหญิง ใสใจ,EMP1112,Safety Officer,บริหาร,1598,1175,1081,2024-03-09,2025-08-10,Completed,2023-12-31,2025-07-16 10:24:43
RES83215,PRJ9818,ชูใจ เด่น,EMP5629,Quality Control,ควบคุมคุณภาพ,162,869,1034,2024-03-09,2025-08-10,Completed,2023-12-31,2025-07-16 10:24:43
RES64545,PRJ9818,อรุณ มีสุข,EMP2158,Supervisor,บริหาร,1183,826,1285,2024-03-09,2025-08-10,Completed,2023-12-31,2025-07-16 10:24:43
RES90070,PRJ9818,ชาคริต ประสิทธิ์,EMP5578,Architect,ความปลอดภัย,299,510,433,2024-03-09,2025-08-10,Completed,2023-12-31,2025-07-16 10:24:43
RES53622,PRJ9818,ธนากร ใจดี,EMP4213,Supervisor,บริหาร,1343,830,1354,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES48554,PRJ9818,วิชาญ มั่นใจ,EMP7774,Supervisor,การเงิน,868,384,1631,2024-03-09,2025-08-10,On Leave,2023-12-31,2025-07-16 10:24:43
RES13396,PRJ9818,นงลักษณ์ ขันที,EMP9157,Worker,การเงิน,353,379,1477,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES66215,PRJ9818,วิภา รักงาน,EMP6824,Project Manager,การเงิน,1912,222,615,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES41110,PRJ9818,ปรีดา มีสุข,EMP3304,Supervisor,ความปลอดภัย,1156,435,959,2024-03-09,2025-08-10,On Leave,2023-12-31,2025-07-16 10:24:43
RES75841,PRJ9818,สุธิดา เจริญ,EMP4255,Foreman,ควบคุมคุณภาพ,1147,1457,1790,2024-03-09,2025-08-10,On Leave,2023-12-31,2025-07-16 10:24:43
RES28340,PRJ9818,วิไล สุขสม,EMP8231,Site Engineer,ควบคุมคุณภาพ,379,883,729,2024-03-09,2025-08-10,On Leave,2023-12-31,2025-07-16 10:24:43
RES99389,PRJ9818,ธนากร มีสุข,EMP2966,Site Engineer,ก่อสร้าง,1057,1063,1634,2024-03-09,2025-08-10,Completed,2023-12-31,2025-07-16 10:24:43
RES65458,PRJ9818,วิภา ทรงธรรม,EMP4562,Site Engineer,วิศวกรรม,1340,786,1341,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES23782,PRJ9818,สมชาย ประสิทธิ์,EMP9255,Quality Control,ก่อสร้าง,638,653,210,2024-03-09,2025-08-10,Completed,2023-12-31,2025-07-16 10:24:43
RES53821,PRJ9818,สมศักดิ์ ขยัน,EMP1431,Project Manager,ควบคุมคุณภาพ,1649,1250,295,2024-03-09,2025-08-10,On Leave,2023-12-31,2025-07-16 10:24:43
RES12452,PRJ9818,วิภา ขันที,EMP5879,Architect,วิศวกรรม,1790,1547,176,2024-03-09,2025-08-10,Active,2023-12-31,2025-07-16 10:24:43
RES75640,PRJ7455,ปิยะ เด่น,EMP2241,Worker,บริหาร,288,1274,278,2024-12-29,2025-04-25,Completed,2024-11-08,2025-07-16 10:24:43
RES27657,PRJ7455,วิไล ขยัน,EMP7924,Site Engineer,จัดซื้อ,243,1459,1226,2024-12-29,2025-04-25,Completed,2024-11-08,2025-07-16 10:24:43
RES68407,PRJ7455,มานี เก่งกาจ,EMP2052,Worker,บำรุงรักษา,1241,182,529,2024-12-29,2025-04-25,On Leave,2024-11-08,2025-07-16 10:24:43
RES12700,PRJ7455,ชาคริต ชาญยุทธ,EMP6101,Safety Officer,ความปลอดภัย,412,596,1583,2024-12-29,2025-04-25,Active,2024-11-08,2025-07-16 10:24:43
RES50034,PRJ7455,ปิยะ ใจดี,EMP1710,Quality Control,การเงิน,778,295,192,2024-12-29,2025-04-25,Active,2024-11-08,2025-07-16 10:24:43
RES61786,PRJ7455,สมชาย สุขสม,EMP1196,Worker,วิศวกรรม,752,568,349,2024-12-29,2025-04-25,Active,2024-11-08,2025-07-16 10:24:43
RES58023,PRJ7455,ธนากร สุกใส,EMP5971,Foreman,บริหาร,838,1127,1656,2024-12-29,2025-04-25,Active,2024-11-08,2025-07-16 10:24:43
RES99254,PRJ7455,ปิยะ สมบูรณ์,EMP6854,Quality Control,บำรุงรักษา,1552,427,1445,2024-12-29,2025-04-25,Active,2024-11-08,2025-07-16 10:24:43
RES59515,PRJ7455,นิรัชต์ ชื่นชม,EMP9139,Safety Officer,บำรุงรักษา,1151,1027,1075,2024-12-29,2025-04-25,On Leave,2024-11-08,2025-07-16 10:24:43
RES58636,PRJ7455,นิรัชต์ ชาญยุทธ,EMP9193,Safety Officer,บำรุงรักษา,1046,1504,256,2024-12-29,2025-04-25,Active,2024-11-08,2025-07-16 10:24:43
RES37929,PRJ7455,นงลักษณ์ ประสิทธิ์,EMP2376,Supervisor,บำรุงรักษา,1767,1477,1402,2024-12-29,2025-04-25,Active,2024-11-08,2025-07-16 10:24:43
RES46403,PRJ7455,วิไล ทรงธรรม,EMP4683,Project Manager,ความปลอดภัย,235,899,339,2024-12-29,2025-04-25,On Leave,2024-11-08,2025-07-16 10:24:43
RES54771,PRJ7906,วิไล ขันที,EMP9352,Site Engineer,บำรุงรักษา,803,617,674,2024-02-16,2025-02-24,Active,2023-12-09,2025-07-16 10:24:43
RES82813,PRJ7906,สมชาย ทรงธรรม,EMP7598,Worker,บริหาร,1252,667,1382,2024-02-16,2025-02-24,On Leave,2023-12-09,2025-07-16 10:24:43
RES24017,PRJ7906,อรพิน ทรงธรรม,EMP6226,Architect,ควบคุมคุณภาพ,1778,1324,317,2024-02-16,2025-02-24,On Leave,2023-12-09,2025-07-16 10:24:43
RES52636,PRJ7906,วิภา รักงาน,EMP3297,Project Manager,การเงิน,1455,731,1794,2024-02-16,2025-02-24,Completed,2023-12-09,2025-07-16 10:24:43
RES35062,PRJ7906,วิภา มั่นใจ,EMP3993,Safety Officer,วิศวกรรม,1380,1540,1254,2024-02-16,2025-02-24,Completed,2023-12-09,2025-07-16 10:24:43
RES14075,PRJ7906,อรุณ สมบูรณ์,EMP9463,Architect,จัดซื้อ,665,1094,117,2024-02-16,2025-02-24,Active,2023-12-09,2025-07-16 10:24:43
RES71375,PRJ7906,นิรัชต์ ใสใจ,EMP4231,Safety Officer,ความปลอดภัย,261,540,212,2024-02-16,2025-02-24,On Leave,2023-12-09,2025-07-16 10:24:43
RES55398,PRJ7906,อรพิน ใสใจ,EMP6514,Supervisor,การเงิน,1983,706,678,2024-02-16,2025-02-24,Active,2023-12-09,2025-07-16 10:24:43
RES77652,PRJ7906,สมศักดิ์ ขันที,EMP8471,Safety Officer,ก่อสร้าง,1071,1479,1565,2024-02-16,2025-02-24,On Leave,2023-12-09,2025-07-16 10:24:43
RES23874,PRJ7906,สมหญิง เจริญ,EMP8463,Foreman,บริหาร,427,727,144,2024-02-16,2025-02-24,On Leave,2023-12-09,2025-07-16 10:24:43
RES74813,PRJ7906,นิรัชต์ ใจดี,EMP3847,Worker,จัดซื้อ,785,376,1509,2024-02-16,2025-02-24,Completed,2023-12-09,2025-07-16 10:24:43
RES97643,PRJ7906,ปรีดา ประสิทธิ์,EMP1255,Worker,วิศวกรรม,901,207,1521,2024-02-16,2025-02-24,Completed,2023-12-09,2025-07-16 10:24:43
RES66036,PRJ7906,อรุณ ทรงธรรม,EMP2340,Quality Control,ความปลอดภัย,1280,719,405,2024-02-16,2025-02-24,Completed,2023-12-09,2025-07-16 10:24:43
RES48318,PRJ7906,พรรณี ทรงธรรม,EMP1971,Worker,จัดซื้อ,408,1122,268,2024-02-16,2025-02-24,Active,2023-12-09,2025-07-16 10:24:43
RES12054,PRJ7906,วิชาญ ชื่นชม,EMP8588,Safety Officer,บริหาร,1799,632,596,2024-02-16,2025-02-24,Active,2023-12-09,2025-07-16 10:24:43
